Heure,Temperature,Humidite,Pression,Vent,Rafales,Solaire,UV,Pluie,Direction
2026-08-01 11:06:57,23.8,51.1,1016.3,8.6,12.0,73.3,1.8,0.0,137.1
2026-08-01 11:07:27,23.9,51.2,1016.4,10.4,14.6,79.5,1.7,0.0,118.3
2026-08-01 11:07:57,24.0,50.9,1016.3,8.6,12.0,78.8,1.7,4.0,104.2
2026-08-01 11:08:27,24.0,50.9,1016.3,9.6,13.4,78.3,1.9,0.0,107.7
2026-08-01 11:08:57,23.9,51.1,1016.3,11.0,15.4,70.4,1.7,1.7,96.9
2026-08-01 11:09:27,24.0,51.6,1016.4,10.1,14.1,76.0,1.7,0.0,72.5
2026-08-01 11:09:57,24.1,51.1,1016.4,9.9,13.9,73.1,1.8,0.0,91.4
2026-08-01 11:10:27,24.3,50.8,1016.4,10.2,14.3,77.8,1.8,0.0,81.7
2026-08-01 11:10:57,24.2,51.2,1016.5,9.2,12.9,71.5,1.8,0.0,75.2
2026-08-01 11:11:27,24.4,51.5,1016.4,8.0,11.2,77.1,1.8,1.8,55.6
2026-08-01 11:11:57,24.2,51.2,1016.4,8.6,12.0,78.1,1.8,0.0,63.7
2026-08-01 11:12:27,24.3,50.8,1016.4,9.1,12.7,77.4,1.7,0.0,81.8
2026-08-01 11:12:57,24.4,51.0,1016.3,8.4,11.8,71.6,1.8,0.0,63.1
2026-08-01 11:13:27,24.2,51.1,1016.4,8.6,12.0,78.5,1.8,0.0,51.3
2026-08-01 11:13:57,24.2,51.5,1016.4,10.4,14.6,73.0,1.9,3.0,62.6
2026-08-01 11:14:27,24.4,51.6,1016.5,10.5,14.7,76.9,1.8,3.9,58.9
2026-08-01 11:14:57,24.3,51.6,1016.4,9.4,13.2,75.4,1.8,0.0,41.2
2026-08-01 11:15:27,24.5,51.2,1016.5,8.4,11.8,72.7,1.7,0.0,45.7
2026-08-01 11:15:57,24.4,50.9,1016.4,9.5,13.3,77.8,1.8,0.0,68.1
2026-08-01 11:16:27,24.6,50.7,1016.5,8.5,11.9,73.4,1.9,0.0,63.2
2026-08-01 11:16:57,24.4,50.5,1016.5,10.4,14.6,73.0,1.8,0.0,54.7
2026-08-01 11:17:27,24.2,50.4,1016.5,9.0,12.6,77.5,1.7,3.2,79.5
2026-08-01 11:17:57,24.3,50.5,1016.5,8.4,11.8,78.5,1.8,0.0,91.5
2026-08-01 11:18:27,24.4,50.6,1016.5,9.5,13.3,75.1,1.7,0.0,88.5
2026-08-01 11:18:57,24.2,50.7,1016.5,8.7,12.2,73.8,1.9,0.7,112.8
2026-08-01 11:19:27,24.2,50.4,1016.5,8.9,12.5,76.5,1.8,0.0,109.8
2026-08-01 11:19:57,24.2,50.8,1016.5,8.5,11.9,73.8,1.8,0.0,121.3
2026-08-01 11:20:27,24.3,50.8,1016.5,8.9,12.5,74.8,1.9,0.0,138.5
2026-08-01 11:20:57,24.1,51.0,1016.5,9.9,13.9,77.2,1.8,0.0,128.3
2026-08-01 11:21:27,24.0,51.3,1016.6,9.4,13.2,75.7,1.9,0.0,107.9
2026-08-01 11:21:57,23.9,51.3,1016.6,10.8,15.1,73.0,1.9,2.2,104.1
2026-08-01 11:22:27,23.8,51.5,1016.5,9.0,12.6,75.5,1.8,1.8,94.1
2026-08-01 11:22:57,23.9,51.8,1016.5,8.4,11.8,72.4,1.8,1.1,116.4
2026-08-01 11:23:27,23.8,51.8,1016.4,10.9,15.3,78.3,1.8,0.0,123.8
2026-08-01 11:23:57,23.8,51.3,1016.4,8.5,11.9,73.7,1.9,0.0,144.1
2026-08-01 11:24:27,23.7,51.6,1016.3,10.9,15.3,74.4,1.9,0.0,128.4
2026-08-01 11:24:57,23.9,52.0,1016.4,8.3,11.6,81.3,1.8,1.5,107.4
2026-08-01 11:25:27,23.9,51.9,1016.4,9.3,13.0,79.9,1.8,0.0,89.0
2026-08-01 11:25:57,24.0,52.2,1016.5,9.9,13.9,81.0,1.9,0.0,70.5
2026-08-01 11:26:27,24.1,52.4,1016.4,10.6,14.8,75.4,1.8,0.9,55.6
2026-08-01 11:26:57,24.0,51.9,1016.5,8.4,11.8,73.4,1.8,0.0,40.6
2026-08-01 11:27:27,23.8,51.7,1016.5,10.0,14.0,80.7,1.9,0.0,17.6
2026-08-01 11:27:57,23.6,51.8,1016.6,8.4,11.8,79.6,1.9,0.6,35.2
2026-08-01 11:28:27,23.6,51.9,1016.6,8.3,11.6,75.3,1.8,0.0,37.1
2026-08-01 11:28:57,23.5,51.6,1016.6,10.5,14.7,78.6,1.9,0.0,54.8
2026-08-01 11:29:27,23.7,51.4,1016.6,10.3,14.4,76.8,1.9,0.0,37.3
2026-08-01 11:29:57,23.8,51.0,1016.6,10.0,14.0,77.0,1.7,0.0,44.9
2026-08-01 11:30:27,23.9,51.1,1016.5,9.7,13.6,79.1,1.9,0.8,56.9
2026-08-01 11:30:57,23.8,51.6,1016.4,10.5,14.7,78.8,1.9,2.3,32.3
2026-08-01 11:31:27,24.0,51.3,1016.4,11.0,15.4,82.4,1.8,1.4,14.9
2026-08-01 11:31:57,24.1,51.6,1016.3,9.0,12.6,72.9,1.7,1.4,30.4
2026-08-01 11:32:27,24.1,51.1,1016.2,9.0,12.6,79.5,1.8,0.0,9.6
2026-08-01 11:32:57,24.3,50.9,1016.3,8.1,11.3,82.4,1.7,3.4,352.6
2026-08-01 11:33:27,24.5,51.0,1016.2,9.0,12.6,80.4,1.8,3.0,13.1
2026-08-01 11:33:57,24.5,50.5,1016.1,8.6,12.0,74.1,1.9,1.8,34.1
2026-08-01 11:34:27,24.4,50.0,1016.1,10.8,15.1,80.7,1.9,1.3,32.8
2026-08-01 11:34:57,24.4,49.6,1016.2,9.8,13.7,73.8,1.8,1.0,46.5
2026-08-01 11:35:27,24.5,50.1,1016.1,9.1,12.7,81.7,1.9,3.1,50.4
2026-08-01 11:35:57,24.4,50.4,1016.2,8.9,12.5,76.1,1.9,0.0,57.9
2026-08-01 11:36:27,24.5,50.1,1016.2,10.3,14.4,79.6,1.8,0.0,72.8
2026-08-01 11:36:57,24.6,49.9,1016.2,10.3,14.4,76.4,1.9,0.0,94.0
2026-08-01 11:37:27,24.7,49.8,1016.1,9.3,13.0,79.0,1.9,0.0,113.1
2026-08-01 11:37:57,24.8,49.9,1016.2,9.0,12.6,82.9,1.8,0.0,126.1
2026-08-01 11:38:27,24.9,49.9,1016.2,8.8,12.3,74.0,1.8,1.8,131.1
2026-08-01 11:38:57,25.1,49.5,1016.3,8.6,12.0,77.2,1.8,0.0,136.2
2026-08-01 11:39:27,25.3,49.0,1016.3,10.1,14.1,77.9,1.9,2.5,148.5
2026-08-01 11:39:57,25.4,49.4,1016.2,10.3,14.4,74.2,1.8,3.6,124.4
2026-08-01 11:40:27,25.6,49.4,1016.2,10.8,15.1,77.5,1.8,3.6,128.1
2026-08-01 11:40:57,25.7,49.1,1016.2,8.4,11.8,77.6,1.9,0.0,139.3
2026-08-01 11:41:27,25.5,49.3,1016.2,10.7,15.0,80.6,1.9,0.0,158.3
2026-08-01 11:41:57,25.4,48.9,1016.2,10.0,14.0,81.5,1.9,0.0,169.9
2026-08-01 11:42:27,25.6,48.8,1016.2,9.7,13.6,83.5,1.8,1.9,162.5
2026-08-01 11:42:57,25.6,49.0,1016.2,10.5,14.7,77.9,1.9,0.0,173.0
2026-08-01 11:43:27,25.8,49.1,1016.3,8.8,12.3,77.0,1.9,0.0,197.7
2026-08-01 11:43:57,25.6,49.4,1016.4,10.6,14.8,78.1,2.0,0.0,202.3
2026-08-01 11:44:27,25.7,49.5,1016.5,9.5,13.3,77.9,2.0,0.0,193.7
2026-08-01 11:44:57,25.7,49.9,1016.5,9.6,13.4,80.0,1.8,0.0,211.1
2026-08-01 11:45:27,25.7,49.6,1016.5,10.4,14.6,75.1,1.8,0.0,211.4
2026-08-01 11:45:57,25.8,49.3,1016.5,9.9,13.9,81.5,1.9,0.0,210.0
2026-08-01 11:46:27,26.0,49.2,1016.6,9.2,12.9,75.9,1.8,0.0,186.2
2026-08-01 11:46:57,25.9,48.7,1016.6,8.4,11.8,84.1,2.0,0.0,171.6
2026-08-01 11:47:27,26.0,48.6,1016.5,8.5,11.9,75.6,2.0,0.0,164.5
2026-08-01 11:47:57,26.0,48.5,1016.6,9.0,12.6,81.3,1.9,0.0,172.0
2026-08-01 11:48:27,26.1,48.8,1016.7,8.3,11.6,75.8,1.9,0.0,189.0
2026-08-01 11:48:57,25.9,48.4,1016.7,8.4,11.8,81.9,1.8,0.0,171.3
2026-08-01 11:49:27,26.0,47.9,1016.6,10.1,14.1,82.4,1.8,0.0,187.6
2026-08-01 11:49:57,25.8,47.6,1016.6,9.4,13.2,83.5,1.9,0.7,181.2
2026-08-01 11:50:27,25.9,47.7,1016.7,8.8,12.3,83.4,1.9,0.0,194.0
2026-08-01 11:50:57,25.7,47.9,1016.8,10.8,15.1,84.6,1.8,0.0,179.5
2026-08-01 11:51:27,25.7,48.2,1016.8,10.3,14.4,79.5,1.8,1.9,199.2
2026-08-01 11:51:57,25.8,48.4,1016.8,10.5,14.7,78.6,1.9,0.0,219.3
2026-08-01 11:52:27,25.9,48.6,1016.8,8.1,11.3,77.4,1.8,0.0,199.7
2026-08-01 11:52:57,25.9,49.1,1016.8,10.0,14.0,81.3,1.9,0.0,210.6
2026-08-01 11:53:27,25.8,49.1,1016.9,10.2,14.3,84.4,1.8,0.0,200.5
2026-08-01 11:53:57,25.8,48.9,1016.8,9.6,13.4,83.9,2.0,0.0,197.5
2026-08-01 11:54:27,25.8,49.3,1016.7,9.6,13.4,83.9,1.9,0.6,188.3
2026-08-01 11:54:57,25.9,49.4,1016.8,8.5,11.9,84.4,1.9,0.0,189.9
2026-08-01 11:55:27,26.1,49.1,1016.8,8.9,12.5,76.8,1.9,0.0,169.1
2026-08-01 11:55:57,25.9,48.6,1016.8,8.7,12.2,78.6,1.9,3.1,154.6
2026-08-01 11:56:27,26.1,48.6,1016.8,9.5,13.3,81.1,1.9,0.0,142.8
2026-08-01 11:56:57,26.1,49.0,1016.8,9.8,13.7,79.6,2.0,0.0,147.8
2026-08-01 11:57:27,26.0,48.9,1016.8,10.9,15.3,78.3,1.9,0.0,148.9
2026-08-01 11:57:57,26.0,49.2,1016.8,10.5,14.7,85.0,1.8,1.9,136.0
2026-08-01 11:58:27,26.1,49.2,1016.8,10.4,14.6,76.7,1.8,2.3,116.6
2026-08-01 11:58:57,26.1,49.1,1016.8,9.9,13.9,77.8,1.8,0.0,117.3
2026-08-01 11:59:27,26.3,49.2,1016.9,8.8,12.3,83.8,1.9,3.3,141.8
2026-08-01 11:59:57,26.4,49.6,1017.0,8.7,12.2,84.7,1.9,0.0,163.8
2026-08-01 12:00:27,26.3,49.5,1017.1,8.9,12.5,78.3,1.9,0.0,182.4
2026-08-01 12:00:57,26.2,49.6,1017.0,9.5,13.3,85.4,2.0,0.0,201.4
2026-08-01 12:01:27,26.0,49.9,1017.0,10.5,14.7,80.9,2.0,2.1,214.1
2026-08-01 12:01:57,25.8,49.8,1017.0,10.6,14.8,85.2,1.9,0.0,200.7
2026-08-01 12:02:27,25.7,50.2,1017.0,10.9,15.3,76.9,1.9,0.0,188.2
2026-08-01 12:02:57,25.5,49.8,1017.1,10.4,14.6,84.0,1.8,0.0,187.5
2026-08-01 12:03:27,25.6,49.6,1017.0,8.9,12.5,80.1,2.0,0.0,202.6
2026-08-01 12:03:57,25.7,49.1,1017.0,9.3,13.0,76.3,2.0,2.7,178.2
2026-08-01 12:04:27,25.8,49.2,1017.0,9.9,13.9,76.9,1.8,0.0,181.9
2026-08-01 12:04:57,25.6,49.2,1017.0,9.8,13.7,78.3,1.9,0.0,185.7
2026-08-01 12:05:27,25.6,49.3,1016.9,8.1,11.3,86.0,1.9,0.0,196.1
2026-08-01 12:05:57,25.5,49.5,1016.9,10.6,14.8,77.6,2.0,0.0,208.5
2026-08-01 12:06:27,25.3,49.5,1017.0,8.9,12.5,80.3,2.0,0.0,225.3
2026-08-01 12:06:57,25.4,49.3,1017.0,10.1,14.1,84.2,1.9,1.6,201.3
2026-08-01 12:07:27,25.2,49.1,1017.0,10.9,15.3,81.6,2.0,0.0,218.2
2026-08-01 12:07:57,25.1,48.8,1017.0,10.3,14.4,78.0,1.9,0.0,215.9
2026-08-01 12:08:27,25.0,48.8,1017.0,9.7,13.6,83.5,2.0,0.0,193.6
2026-08-01 12:08:57,25.1,48.8,1017.1,10.6,14.8,79.1,2.0,0.0,187.8
2026-08-01 12:09:27,25.0,48.8,1017.1,8.2,11.5,85.1,1.9,0.0,203.9
2026-08-01 12:09:57,25.1,49.3,1017.1,8.2,11.5,79.8,1.9,3.5,205.2
2026-08-01 12:10:27,25.1,49.1,1017.2,9.4,13.2,79.7,2.0,0.0,180.4
2026-08-01 12:10:57,25.2,48.7,1017.2,8.9,12.5,85.2,2.0,0.0,181.2
2026-08-01 12:11:27,25.1,48.4,1017.3,9.7,13.6,83.7,1.9,1.8,204.6
2026-08-01 12:11:57,24.9,48.5,1017.3,10.8,15.1,77.4,2.0,0.0,199.0
2026-08-01 12:12:27,24.9,48.7,1017.3,10.9,15.3,86.3,1.9,2.5,209.0
2026-08-01 12:12:57,24.9,49.0,1017.4,10.9,15.3,86.8,2.0,1.5,194.8
2026-08-01 12:13:27,25.0,49.5,1017.4,8.8,12.3,82.6,1.8,0.9,208.1
2026-08-01 12:13:57,24.9,49.2,1017.4,8.8,12.3,84.4,2.0,0.8,228.5
2026-08-01 12:14:27,25.0,49.5,1017.4,8.9,12.5,81.7,1.9,0.0,210.1
2026-08-01 12:14:57,25.1,49.9,1017.4,9.8,13.7,80.0,2.0,0.0,191.1
2026-08-01 12:15:27,25.0,49.8,1017.5,10.6,14.8,77.7,1.8,1.0,205.9
2026-08-01 12:15:57,25.2,49.4,1017.4,10.7,15.0,78.2,1.9,0.0,182.7
2026-08-01 12:16:27,25.4,49.5,1017.3,10.6,14.8,79.3,1.9,0.0,181.5
2026-08-01 12:16:57,25.3,49.2,1017.3,11.0,15.4,83.1,1.9,0.0,165.7
2026-08-01 12:17:27,25.3,48.7,1017.4,8.3,11.6,80.0,1.9,0.0,179.4
2026-08-01 12:17:57,25.2,48.9,1017.5,9.2,12.9,86.6,1.9,0.0,177.5
2026-08-01 12:18:27,25.1,48.8,1017.5,9.9,13.9,84.2,2.0,0.0,186.2
2026-08-01 12:18:57,25.2,48.8,1017.5,9.4,13.2,85.8,1.8,2.6,201.4
2026-08-01 12:19:27,25.3,49.2,1017.5,8.2,11.5,86.1,2.0,1.4,217.8
2026-08-01 12:19:57,25.5,49.5,1017.6,10.5,14.7,83.5,2.0,0.0,223.6
2026-08-01 12:20:27,25.6,49.9,1017.5,10.2,14.3,79.3,2.0,0.0,223.2
2026-08-01 12:20:57,25.6,49.8,1017.5,10.1,14.1,87.0,2.0,0.0,206.3
2026-08-01 12:21:27,25.7,49.4,1017.4,9.5,13.3,85.6,2.0,0.0,212.0
2026-08-01 12:21:57,25.7,48.9,1017.3,8.2,11.5,79.0,1.9,2.6,188.4
2026-08-01 12:22:27,25.7,48.9,1017.2,10.3,14.4,81.3,1.9,1.7,204.3
2026-08-01 12:22:57,25.8,48.7,1017.2,10.0,14.0,79.0,1.9,0.0,227.1
2026-08-01 12:23:27,25.7,48.3,1017.1,9.5,13.3,79.7,1.9,0.0,226.4
2026-08-01 12:23:57,25.5,48.2,1017.2,9.0,12.6,79.3,1.9,0.0,220.3
2026-08-01 12:24:27,25.5,47.7,1017.1,8.3,11.6,79.4,1.9,0.0,202.0
2026-08-01 12:24:57,25.6,47.7,1017.2,10.0,14.0,80.9,2.0,0.0,193.5
2026-08-01 12:25:27,25.5,47.9,1017.2,9.4,13.2,80.8,2.0,0.0,214.8
2026-08-01 12:25:57,25.5,48.0,1017.2,9.5,13.3,81.3,2.0,0.0,215.8
2026-08-01 12:26:27,25.6,48.3,1017.3,10.3,14.4,79.8,1.9,0.0,203.8
2026-08-01 12:26:57,25.4,48.0,1017.2,10.0,14.0,84.4,1.9,0.0,223.0
2026-08-01 12:27:27,25.2,48.0,1017.2,10.4,14.6,83.9,1.9,2.5,227.8
2026-08-01 12:27:57,25.0,48.1,1017.2,8.3,11.6,85.4,2.0,1.5,215.7
2026-08-01 12:28:27,25.0,47.8,1017.2,9.1,12.7,81.6,2.0,2.5,223.4
2026-08-01 12:28:57,25.2,47.6,1017.1,8.9,12.5,79.5,1.9,0.0,221.2
2026-08-01 12:29:27,25.1,47.4,1017.1,10.7,15.0,79.9,1.9,0.7,219.7
2026-08-01 12:29:57,24.9,47.3,1017.1,8.5,11.9,81.0,1.9,0.0,215.7
2026-08-01 12:30:27,24.7,47.5,1017.0,10.6,14.8,86.2,2.0,0.0,217.3
2026-08-01 12:30:57,24.7,47.5,1016.9,8.4,11.8,83.4,1.9,0.0,229.6
2026-08-01 12:31:27,24.7,47.1,1016.9,10.8,15.1,80.7,1.9,0.0,250.5
2026-08-01 12:31:57,24.9,46.8,1016.9,9.0,12.6,79.5,2.1,0.0,242.2
2026-08-01 12:32:27,24.8,46.8,1017.0,8.1,11.3,85.9,2.0,2.3,247.5
2026-08-01 12:32:57,24.6,46.5,1017.0,9.4,13.2,79.4,2.0,3.4,249.8
2026-08-01 12:33:27,24.5,46.0,1017.0,8.9,12.5,88.2,2.0,0.0,226.8
2026-08-01 12:33:57,24.7,46.1,1017.1,9.4,13.2,84.6,2.0,0.0,212.3
2026-08-01 12:34:27,24.8,46.2,1017.0,10.5,14.7,82.9,1.9,0.0,201.7
2026-08-01 12:34:57,24.7,46.2,1016.9,10.7,15.0,84.5,2.0,0.0,226.6
2026-08-01 12:35:27,24.6,46.6,1017.0,10.0,14.0,79.4,1.9,0.0,239.4
2026-08-01 12:35:57,24.7,46.2,1017.0,10.0,14.0,80.4,2.0,3.0,250.7
2026-08-01 12:36:27,24.7,45.9,1017.0,8.8,12.3,85.4,1.9,0.0,250.0
2026-08-01 12:36:57,24.5,46.1,1016.9,9.8,13.7,84.1,1.9,3.3,246.6
2026-08-01 12:37:27,24.3,46.0,1017.0,10.6,14.8,79.2,1.9,3.7,240.9
2026-08-01 12:37:57,24.3,46.2,1017.0,8.6,12.0,88.4,1.9,3.4,226.5
2026-08-01 12:38:27,24.4,46.5,1017.1,9.8,13.7,79.2,2.0,0.0,227.9
2026-08-01 12:38:57,24.2,46.6,1017.2,9.9,13.9,84.4,2.0,0.0,233.8
2026-08-01 12:39:27,24.0,46.1,1017.2,9.2,12.9,85.9,2.0,0.0,238.6
2026-08-01 12:39:57,24.1,45.7,1017.1,10.9,15.3,81.6,2.0,0.0,259.8
2026-08-01 12:40:27,24.2,46.1,1017.2,11.0,15.4,80.3,2.0,0.0,253.6
2026-08-01 12:40:57,24.1,46.1,1017.3,10.3,14.4,88.0,2.0,0.0,246.2
2026-08-01 12:41:27,24.3,46.5,1017.3,10.4,14.6,84.7,2.0,0.0,232.2
2026-08-01 12:41:57,24.2,46.6,1017.3,10.2,14.3,86.1,2.0,2.2,253.6
2026-08-01 12:42:27,24.2,46.7,1017.3,8.1,11.3,86.3,1.9,1.8,238.6
2026-08-01 12:42:57,24.4,46.5,1017.3,8.7,12.2,83.8,2.0,2.8,235.4
2026-08-01 12:43:27,24.6,46.2,1017.4,8.4,11.8,84.8,2.0,0.0,224.4
2026-08-01 12:43:57,24.6,46.4,1017.4,10.7,15.0,87.9,1.9,1.3,245.4
2026-08-01 12:44:27,24.7,46.1,1017.3,10.2,14.3,82.8,2.0,0.0,234.0
2026-08-01 12:44:57,24.5,46.6,1017.4,8.4,11.8,79.8,1.9,0.0,218.7
2026-08-01 12:45:27,24.7,46.1,1017.3,10.8,15.1,87.1,2.1,0.0,203.5
2026-08-01 12:45:57,24.5,46.0,1017.3,8.4,11.8,79.0,2.0,0.0,196.4
2026-08-01 12:46:27,24.4,45.8,1017.2,8.8,12.3,81.0,2.1,0.0,210.0
2026-08-01 12:46:57,24.5,46.1,1017.2,10.7,15.0,83.5,1.9,0.7,216.9
2026-08-01 12:47:27,24.3,46.3,1017.2,8.5,11.9,87.2,1.9,0.0,239.3
2026-08-01 12:47:57,24.2,46.6,1017.2,8.7,12.2,84.9,2.0,0.0,249.9
2026-08-01 12:48:27,24.1,46.8,1017.2,9.1,12.7,87.8,2.0,0.5,225.7
2026-08-01 12:48:57,24.1,46.7,1017.2,10.5,14.7,84.1,1.9,0.0,250.1
2026-08-01 12:49:27,24.1,46.5,1017.3,9.5,13.3,83.5,2.0,0.0,225.7
2026-08-01 12:49:57,23.9,46.9,1017.3,8.8,12.3,87.5,2.0,0.0,232.9
2026-08-01 12:50:27,23.8,47.4,1017.2,9.8,13.7,81.3,2.0,0.0,241.6
2026-08-01 12:50:57,23.8,47.8,1017.1,10.7,15.0,87.3,2.0,0.0,249.7
2026-08-01 12:51:27,23.9,47.5,1017.0,9.0,12.6,87.6,2.0,0.0,228.6
2026-08-01 12:51:57,23.9,47.1,1017.0,10.4,14.6,79.9,1.9,0.0,218.3
2026-08-01 12:52:27,23.9,46.7,1017.0,10.8,15.1,80.3,1.9,0.0,211.4
2026-08-01 12:52:57,23.9,46.8,1017.0,10.0,14.0,83.9,1.9,0.0,221.2
2026-08-01 12:53:27,24.0,47.2,1016.9,9.9,13.9,87.4,2.0,0.0,218.9
2026-08-01 12:53:57,24.1,47.5,1016.9,10.4,14.6,88.3,1.9,2.6,233.3
2026-08-01 12:54:27,24.3,47.9,1016.8,9.4,13.2,84.6,2.0,3.8,214.6
2026-08-01 12:54:57,24.3,47.9,1016.8,10.4,14.6,89.0,2.0,3.5,231.0
2026-08-01 12:55:27,24.3,47.6,1016.8,10.6,14.8,85.6,1.9,2.6,233.5
2026-08-01 12:55:57,24.2,47.9,1016.9,9.8,13.7,85.8,2.0,0.0,258.4
2026-08-01 12:56:27,24.3,48.0,1016.9,8.9,12.5,89.4,2.0,2.6,242.3
2026-08-01 12:56:57,24.1,48.4,1016.8,10.0,14.0,86.2,2.1,0.0,222.2
2026-08-01 12:57:27,24.1,48.4,1016.7,10.4,14.6,84.0,2.1,0.0,243.2
2026-08-01 12:57:57,23.9,48.5,1016.8,10.7,15.0,83.9,1.9,3.7,256.7
2026-08-01 12:58:27,23.8,48.5,1016.9,9.5,13.3,88.4,2.0,0.6,272.7
2026-08-01 12:58:57,23.7,48.2,1016.8,8.9,12.5,84.6,2.0,0.0,262.0
2026-08-01 12:59:27,23.8,48.0,1016.9,8.2,11.5,82.6,2.0,3.4,265.7
2026-08-01 12:59:57,23.7,48.0,1016.9,10.9,15.3,81.9,1.9,0.0,249.3
2026-08-01 13:00:27,23.6,48.0,1016.9,8.8,12.3,86.4,2.0,0.0,257.2
2026-08-01 13:00:57,23.7,47.5,1016.9,8.6,12.0,80.7,1.9,0.0,243.1
2026-08-01 13:01:27,23.7,47.5,1016.9,8.3,11.6,83.0,2.1,0.0,246.9
2026-08-01 13:01:57,23.7,47.3,1017.0,10.0,14.0,83.6,2.0,0.0,238.7
2026-08-01 13:02:27,23.8,47.5,1016.9,9.1,12.7,84.6,2.0,0.0,261.9
2026-08-01 13:02:57,24.0,47.4,1017.0,10.3,14.4,83.4,2.1,0.0,259.1
2026-08-01 13:03:27,24.2,47.6,1017.0,10.5,14.7,80.0,2.0,0.0,254.3
2026-08-01 13:03:57,24.1,47.5,1017.0,10.5,14.7,86.7,2.0,0.0,277.3
2026-08-01 13:04:27,24.3,47.3,1017.0,8.9,12.5,82.0,2.0,0.0,283.6
2026-08-01 13:04:57,24.5,47.6,1017.1,10.4,14.6,85.8,1.9,0.0,296.5
2026-08-01 13:05:27,24.6,48.0,1017.0,10.6,14.8,83.9,2.0,1.8,304.8
2026-08-01 13:05:57,24.7,47.9,1017.0,8.3,11.6,80.5,2.1,1.4,315.3
2026-08-01 13:06:27,24.8,48.3,1016.9,8.5,11.9,88.3,2.0,0.0,306.3
2026-08-01 13:06:57,24.9,48.3,1016.8,9.3,13.0,80.8,2.0,3.3,323.4
2026-08-01 13:07:27,25.0,48.5,1016.8,10.5,14.7,85.6,2.0,2.7,319.0
2026-08-01 13:07:57,25.1,48.7,1016.8,10.6,14.8,88.8,2.0,0.0,329.4
2026-08-01 13:08:27,25.1,48.4,1016.8,9.6,13.4,89.1,1.9,0.0,318.9
2026-08-01 13:08:57,25.3,48.6,1016.8,8.7,12.2,87.0,1.9,3.4,325.7
2026-08-01 13:09:27,25.2,48.5,1016.7,9.2,12.9,87.8,2.0,0.0,323.9
2026-08-01 13:09:57,25.1,48.9,1016.7,10.6,14.8,85.4,2.1,0.0,312.1
2026-08-01 13:10:27,25.2,48.5,1016.7,8.3,11.6,82.4,1.9,0.0,289.9
2026-08-01 13:10:57,25.2,48.2,1016.7,9.8,13.7,87.4,2.0,0.0,281.4
2026-08-01 13:11:27,25.0,48.2,1016.8,10.8,15.1,82.1,2.1,0.0,287.7
2026-08-01 13:11:57,25.0,48.7,1016.8,8.0,11.2,81.3,1.9,0.0,297.2
2026-08-01 13:12:27,25.0,49.0,1016.8,10.4,14.6,87.7,2.0,0.0,280.1
2026-08-01 13:12:57,25.2,48.7,1016.8,9.8,13.7,82.2,2.0,2.5,277.6
2026-08-01 13:13:27,25.3,48.3,1016.9,10.7,15.0,80.8,2.0,3.4,259.0
2026-08-01 13:13:57,25.3,48.8,1016.9,9.8,13.7,87.7,1.9,1.7,266.9
2026-08-01 13:14:27,25.5,48.7,1016.9,8.2,11.5,86.4,2.0,0.0,254.5
2026-08-01 13:14:57,25.6,48.3,1016.8,8.5,11.9,80.3,2.0,0.0,238.2
2026-08-01 13:15:27,25.8,48.5,1016.8,9.6,13.4,85.4,2.0,0.0,216.9
2026-08-01 13:15:57,26.0,48.3,1016.7,10.1,14.1,81.0,2.0,1.6,197.4
2026-08-01 13:16:27,25.9,47.9,1016.7,9.7,13.6,80.9,1.9,1.8,197.6
2026-08-01 13:16:57,25.8,47.5,1016.7,10.4,14.6,84.3,2.1,0.0,213.1
2026-08-01 13:17:27,25.9,47.6,1016.7,9.8,13.7,87.8,2.0,0.0,233.3
2026-08-01 13:17:57,26.0,48.0,1016.7,9.3,13.0,83.5,1.9,0.0,210.1
2026-08-01 13:18:27,26.1,48.2,1016.7,9.5,13.3,87.4,1.9,3.6,200.4
2026-08-01 13:18:57,26.1,48.2,1016.7,9.7,13.6,85.6,2.0,0.0,189.7
2026-08-01 13:19:27,25.9,48.1,1016.7,10.9,15.3,80.1,1.9,0.6,192.0
2026-08-01 13:19:57,25.9,48.5,1016.7,9.9,13.9,82.5,2.1,1.6,203.5
2026-08-01 13:20:27,25.9,48.3,1016.7,8.9,12.5,88.5,2.0,0.0,227.5
2026-08-01 13:20:57,25.8,48.6,1016.7,9.3,13.0,82.7,2.0,2.7,208.7
2026-08-01 13:21:27,25.6,48.9,1016.7,8.9,12.5,84.5,1.9,3.0,212.9
2026-08-01 13:21:57,25.5,49.3,1016.6,10.0,14.0,87.9,2.0,0.0,225.7
2026-08-01 13:22:27,25.5,49.6,1016.5,9.5,13.3,87.6,2.0,0.0,240.4
2026-08-01 13:22:57,25.6,49.9,1016.5,10.7,15.0,84.9,2.0,0.0,236.4
2026-08-01 13:23:27,25.5,49.7,1016.4,8.8,12.3,88.5,2.1,2.1,253.3
2026-08-01 13:23:57,25.5,49.2,1016.5,10.9,15.3,83.7,2.0,0.0,260.1
2026-08-01 13:24:27,25.5,49.6,1016.6,8.7,12.2,89.0,1.9,0.0,261.7
2026-08-01 13:24:57,25.5,49.9,1016.5,8.2,11.5,86.0,2.1,0.0,247.6
2026-08-01 13:25:27,25.5,50.2,1016.5,8.5,11.9,88.0,1.9,3.4,257.0
2026-08-01 13:25:57,25.5,49.9,1016.4,10.9,15.3,81.0,2.0,0.0,250.8
